vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount
CMT,1,1,999,2.8,CSH,13.5
CMT,1,1,433,0.7,CSH,6
CMT,1,1,215,0.9,CSH,5
CMT,1,1,765,1.5,CRD,10
CMT,1,3,899,2.7,CRD,12.5
CMT,1,1,1778,6.6,CRD,24.5
CMT,3,4,1571,17.3,CSH,64
CMT,1,1,1317,4.7,CSH,18
CMT,1,3,533,1.3,CSH,8
CMT,1,1,613,1.8,CRD,9
CMT,1,2,1008,2.1,CRD,12
CMT,1,4,477,2.2,CSH,9
CMT,1,1,372,1.5,CRD,7
CMT,1,1,769,0.8,CRD,9
CMT,1,2,762,2.8,CRD,11.5
CMT,1,1,429,1.3,CRD,7
CMT,1,1,137,0.3,CRD,3.5
CMT,1,2,263,1.1,CSH,6
CMT,1,1,757,1.7,CSH,10
CMT,1,1,391,1.5,CSH,7.5
CMT,1,1,962,8.5,CRD,25
CMT,1,1,150,0.4,CSH,4
CMT,1,1,412,0.7,CSH,6
CMT,1,1,1351,2.4,CRD,15
CMT,1,2,726,1.1,CSH,9
CMT,1,1,830,3.9,CRD,14
CMT,1,1,716,3.4,CRD,12.5
CMT,1,1,887,2.9,CRD,12.5
CMT,1,1,475,1.2,CRD,7
CMT,1,2,512,1.7,CSH,8
CMT,1,1,1131,3.6,CRD,16
CMT,1,2,631,1,CRD,8
CMT,1,1,1051,4.2,CRD,15.5
CMT,1,3,941,2.2,CRD,12
CMT,1,1,1247,5.3,CSH,19
CMT,1,2,1199,2.6,CSH,14
CMT,1,1,125,0.7,CSH,4
CMT,1,2,550,2.5,CSH,10
CMT,1,1,399,0.7,CRD,6
CMT,1,1,555,1.4,CRD,8
CMT,1,1,1136,3,CSH,14
CMT,1,1,674,2.4,CSH,10.5
CMT,1,1,245,1,CSH,5.5
CMT,1,1,1516,10.4,CRD,30.5
CMT,1,1,850,9,CRD,25.5
CMT,1,1,858,1.6,CRD,10.5
CMT,1,1,559,1.5,CSH,8
CMT,1,1,239,0.9,CSH,5
CMT,1,1,649,3,CRD,11
CMT,1,1,672,1.6,CRD,9
CMT,1,1,662,3.5,CSH,12.5
CMT,1,1,258,0.7,CRD,5
CMT,1,1,821,3.6,CRD,13.5
CMT,1,1,1008,1.6,CRD,11.5
CMT,1,1,1172,3.1,CRD,14.5
CMT,1,1,448,2,CSH,8.5
CMT,1,1,384,1.1,CRD,6.5
CMT,1,1,832,3.4,CRD,12.5
CMT,1,1,794,2.6,CSH,12
CMT,1,1,301,0.9,CRD,5.5
CMT,1,1,755,2.3,CRD,10.5
CMT,1,1,645,1.8,CRD,9
CMT,1,1,298,0.8,CRD,5.5
CMT,1,1,229,0.8,CSH,5
CMT,1,1,556,2.6,CRD,10.5
CMT,1,1,292,0.9,CRD,5.5
CMT,1,1,371,0.7,CRD,5.5
CMT,1,2,917,3.5,CRD,14
CMT,1,1,214,0.6,CSH,4.5
CMT,1,1,762,1.2,CSH,9.5
CMT,1,1,1446,3.9,CSH,17.5
CMT,1,4,976,2.7,CSH,13
CMT,1,2,1373,3.1,CSH,16.5
CMT,1,1,2151,10.3,CSH,36
CMT,1,1,501,2.2,CSH,8.5
CMT,1,2,826,2.5,CSH,11.5
CMT,1,1,989,8.6,CRD,25
CMT,1,1,8,0,CSH,2.5
CMT,1,1,309,1,CRD,6
CMT,1,1,329,0.8,CSH,5.5
CMT,1,2,328,1,CRD,6
CMT,1,1,1308,9.1,CRD,26.5
CMT,1,1,545,2.2,CSH,9
CMT,1,1,362,1.2,CSH,6.5
CMT,1,1,730,1.7,CRD,9.5
CMT,1,1,1135,5.7,CSH,20
CMT,1,1,1188,9.6,CSH,28.5
CMT,1,1,682,2.5,CRD,11
CMT,1,1,128,0.3,CSH,3.5
CMT,1,1,115,0.9,CSH,4.5
CMT,1,1,647,2.1,CSH,10
CMT,1,1,630,1.9,CSH,9.5
CMT,1,1,427,1,CRD,6.5
CMT,1,1,343,1,CSH,6
CMT,1,1,1026,10.2,CSH,29.5
CMT,1,1,757,3.8,CSH,13.5
CMT,4,1,1385,16,CSH,51
CMT,1,1,405,1,CSH,6.5
CMT,1,1,147,0.8,CRD,4.5
CMT,1,1,744,2.4,CRD,10.5
CMT,1,1,1349,6,CRD,21
CMT,1,1,460,1.6,CRD,8
CMT,1,1,1202,9.9,CRD,28.5
CMT,1,1,594,1.3,CRD,8.5
CMT,1,1,779,1.2,CRD,9.5
CMT,1,3,2438,12.9,CSH,40
CMT,1,1,1686,18.6,CRD,50.5
CMT,1,1,1068,2.6,CRD,13.5
CMT,1,1,269,0.6,CSH,5
CMT,1,1,232,0.8,CSH,5
CMT,1,1,1361,9.9,CRD,29
CMT,1,1,1714,3.7,CRD,20
CMT,1,1,896,8.2,CSH,23
CMT,1,1,850,6.5,CSH,20
CMT,1,3,1045,10.2,CSH,29
CMT,1,1,219,0.7,CRD,4.5
CMT,1,1,594,2.8,CSH,11
CMT,1,1,416,1.5,CRD,7.5
CMT,1,1,318,1.4,CSH,6.5
CMT,1,1,288,1,CSH,6
CMT,1,1,187,0.7,CRD,4.5
CMT,1,1,603,2.3,CRD,10
CMT,1,1,355,2,CRD,8
CMT,1,1,1229,5.1,CRD,18.5
CMT,1,1,469,1.3,CRD,7
CMT,1,1,533,2.4,CRD,9.5
CMT,1,1,213,0.8,CRD,5
CMT,1,1,2958,12.6,CRD,44
CMT,1,1,329,1,CSH,6
CMT,1,1,444,1.6,CSH,7.5
CMT,1,1,1268,4.1,CSH,16.5
CMT,1,1,790,1,CSH,9
CMT,1,1,1061,8.2,CRD,25
CMT,1,1,518,1.7,CRD,8.5
CMT,1,1,555,2.2,CRD,9
CMT,1,1,500,1.3,CRD,7
CMT,1,1,523,2.1,CRD,9
CMT,1,1,1127,2.1,CSH,12.5
CMT,1,1,576,1,CRD,7.5
CMT,2,1,2362,15.3,CSH,52
CMT,2,1,1396,16.9,CRD,52
CMT,1,1,332,0.9,CSH,6
CMT,1,1,1678,16.5,CSH,46
CMT,1,1,86,0.5,CSH,3.5
CMT,1,1,617,3.8,CRD,13
CMT,1,1,302,0.8,CSH,5.5
CMT,1,1,1547,10,CRD,30.5
CMT,1,1,582,1.8,CSH,9
CMT,1,1,1363,7.3,CRD,24
CMT,1,1,537,4.1,CRD,13
CMT,1,1,603,2.2,CRD,9.5
CMT,1,1,762,2.7,CSH,11.5
CMT,1,1,222,0.5,CRD,4.5
CMT,1,1,950,3.9,CRD,15
CMT,1,1,982,2.9,CRD,13
CMT,1,1,421,2.1,CSH,8.5
CMT,1,1,763,1.5,CSH,10
CMT,1,1,277,0.9,CRD,5.5
CMT,1,1,299,0.8,CSH,5.5
CMT,1,1,986,1.3,CRD,11.5
CMT,1,1,661,1.4,CRD,8.5
CMT,1,1,711,2.1,CSH,10
CMT,1,1,2222,8.1,CRD,31
CMT,1,1,1939,10.9,CRD,34
CMT,1,1,1112,4.9,CSH,17.5
CMT,1,1,809,2.9,CSH,11.5
CMT,1,1,1420,14.2,CSH,38
CMT,1,1,794,2.6,CRD,11.5
CMT,1,1,154,0.4,CSH,4
CMT,1,1,700,1.6,CRD,9.5
CMT,1,1,838,3.8,CRD,14
CMT,1,1,1222,8.9,CSH,26.5
CMT,1,1,317,1.8,CRD,7
CMT,1,1,271,0.8,CRD,5
CMT,1,1,528,1.5,CSH,8
CMT,1,1,803,3.6,CRD,13
CMT,1,1,878,5.8,CSH,19
CMT,1,1,306,0.9,CSH,6
CMT,1,1,580,2,CRD,9.5
CMT,1,1,612,1.8,CSH,9
CMT,1,1,216,1.4,CSH,6
CMT,1,1,1125,6.9,CRD,22.5
CMT,1,1,785,2.8,CSH,12
CMT,1,1,452,1.7,CRD,7.5
CMT,1,1,1180,2.6,CRD,14
CMT,1,2,2603,12.9,CRD,42.5
CMT,1,1,205,0.6,CRD,4.5
CMT,1,1,474,1.6,CRD,8
CMT,1,1,336,2,CSH,8
CMT,1,1,1379,9.8,CRD,30
CMT,1,1,632,2.2,CRD,9
CMT,1,1,519,2.1,CSH,8.5
CMT,1,1,364,1.4,CSH,7
CMT,1,1,308,0.9,CRD,5.5
CMT,1,1,193,0.7,CSH,4.5
CMT,1,1,1055,5,CRD,17.5
CMT,1,1,712,3.4,CSH,13
CMT,1,1,1383,10.1,CRD,30.5
CMT,1,1,695,2,CSH,9.5
CMT,1,1,272,1.1,CSH,5.5
CMT,1,1,362,1.1,CRD,6.5
CMT,1,1,418,1.3,CSH,7
CMT,1,1,385,1,CSH,6
CMT,1,1,555,2.7,CRD,10
CMT,1,1,347,1.2,CRD,6
CMT,1,1,670,2.9,CSH,11
CMT,1,1,1657,12.4,CSH,37
CMT,1,1,1451,4.2,CRD,18.5
CMT,1,1,607,1.6,CRD,8.5
CMT,1,1,368,0.8,CSH,6
CMT,1,1,2471,16.1,CSH,47.5
CMT,1,1,842,1.9,CSH,11
CMT,1,1,1072,1.3,CSH,11.5
CMT,1,1,398,2.1,CSH,8
CMT,1,1,389,1.6,CRD,7
CMT,1,1,275,0.9,CRD,5
CMT,1,1,193,0.5,CSH,4.5
CMT,1,1,395,1.1,CRD,6.5
CMT,1,1,597,1,CRD,7.5
CMT,1,1,275,0.6,CSH,5
CMT,1,1,713,2.6,CSH,10.5
CMT,1,1,1129,2.4,CRD,13.5
CMT,1,1,215,0.8,CSH,5
CMT,1,1,724,3.1,CSH,11.5
CMT,1,1,864,2,CSH,11
CMT,1,1,476,1.2,CRD,7
CMT,1,1,367,0.7,CSH,5.5
CMT,1,1,206,0.6,CSH,4.5
CMT,1,1,483,0.9,CRD,6.5
CMT,1,1,386,1.2,CRD,6.5
CMT,1,1,204,1.2,CSH,5.5
CMT,1,1,425,1.6,CSH,7.5
CMT,1,1,196,0.5,CSH,4.5
CMT,1,1,137,0.5,CRD,4
CMT,1,1,893,4.8,CRD,17
CMT,1,2,1475,8.9,CSH,29
CMT,1,1,926,1.2,CRD,10.5
CMT,1,1,255,0.8,CSH,5
CMT,1,1,907,4.3,CRD,15.5
CMT,1,1,799,1.4,CSH,9.5
CMT,1,1,865,6.1,CRD,19.5
CMT,1,1,239,0.7,CSH,5
CMT,1,1,392,1.5,CSH,7.5
CMT,1,1,1133,4.5,CSH,17.5
CMT,1,1,280,0.8,CRD,5.5
CMT,1,1,184,1.3,CRD,5.5
CMT,1,1,598,2.3,CSH,10
CMT,1,1,262,0.8,CSH,5
CMT,1,1,974,5.4,CSH,17.5
CMT,1,1,428,1.5,CRD,7
CMT,1,1,562,1.9,CRD,8.5
CMT,1,1,688,1.7,CSH,9.5
CMT,1,1,505,1.3,CSH,7.5
CMT,1,1,278,1,CSH,6
CMT,1,1,605,2.5,CRD,10.5
CMT,1,1,2052,10.5,CRD,34
CMT,1,1,232,0.6,CSH,4.5
CMT,1,1,566,1.3,CRD,8
CMT,1,1,2776,17.7,CRD,50.5
CMT,1,1,1325,2.1,CSH,15
CMT,1,1,543,1.8,CSH,8.5
CMT,1,1,737,1.9,CRD,10
CMT,1,1,386,1.5,CSH,7
CMT,1,1,471,1.1,CRD,6.5
CMT,1,1,579,3.8,CRD,13.5
CMT,1,1,842,1.8,CSH,10.5
CMT,1,1,164,0.9,CRD,5
CMT,1,1,299,1.5,CSH,6.5
CMT,2,1,1832,17.2,CSH,52
CMT,1,1,1970,10.1,CRD,32
CMT,1,1,998,4.1,CSH,15
CMT,1,1,865,5.8,CSH,19
CMT,1,1,1301,0.9,CRD,13
CMT,1,1,517,1.3,CRD,7.5
CMT,1,1,945,2,CRD,12
CMT,1,1,1039,3.8,CRD,15
CMT,2,1,1501,15.7,CSH,52
CMT,1,1,143,0.5,CRD,4
CMT,1,1,573,1.5,CRD,8
CMT,1,1,677,1.8,CSH,9.5
CMT,1,1,945,2.3,CRD,12
CMT,1,1,302,0.8,CSH,5.5
CMT,1,1,898,1.5,CRD,10.5
CMT,1,1,477,1.2,CSH,7
CMT,1,1,669,1.9,CRD,9
CMT,1,1,612,2.6,CSH,10
CMT,1,1,1259,8.5,CRD,26.5
CMT,1,1,651,2.5,CRD,10.5
CMT,1,1,2020,16.1,CRD,44
CMT,1,1,733,1.8,CSH,10
CMT,1,1,1019,2.6,CRD,13
CMT,1,1,861,6.4,CSH,20
CMT,1,1,1510,8.3,CRD,26.5
CMT,1,1,361,1.1,CSH,6
CMT,4,1,405,0.9,CRD,6.5
CMT,1,1,244,0.5,CRD,5
CMT,1,1,162,0.6,CRD,4
CMT,1,1,955,3.1,CRD,13
CMT,1,1,333,1.4,CRD,6.5
CMT,1,1,239,0.7,CSH,5
CMT,1,1,476,1.4,CSH,7.5
CMT,1,1,458,1.1,CRD,7
CMT,1,1,449,1.7,CSH,8
CMT,1,1,260,1,CRD,5.5
CMT,1,1,176,0.9,CSH,5
CMT,1,1,634,1.7,CRD,9
CMT,1,1,403,1,CRD,6
CMT,1,2,1200,6.9,CRD,22.5
CMT,1,1,771,3.5,CSH,13
CMT,1,1,1181,2.2,CRD,13.5
CMT,1,1,1196,4.9,CRD,18.5
CMT,1,2,1546,4.7,CSH,20
CMT,1,1,325,0.9,CSH,5.5
CMT,1,1,686,2,CSH,9.5
CMT,1,1,1000,3.6,CRD,14.5
CMT,1,1,597,1.2,CRD,8
CMT,1,1,662,2,CRD,10
CMT,1,1,389,1.9,CRD,8
CMT,1,2,583,1.6,CRD,9
CMT,1,1,135,0.9,CRD,4.5
CMT,1,1,1451,6.2,CRD,22
CMT,1,2,181,0.4,CSH,4
CMT,1,1,193,0.8,CSH,4.5
CMT,1,1,1416,6.4,CRD,22.5
CMT,1,1,645,2.3,CSH,10
CMT,1,1,636,4.1,CRD,14
CMT,1,2,850,2.1,CSH,11.5
CMT,1,1,1013,1.6,CSH,11.5
CMT,1,1,1313,9.2,CRD,27
CMT,1,4,351,1.4,CRD,6.5
CMT,1,2,1380,9.5,CRD,30
CMT,1,1,616,1.9,CRD,9
CMT,1,1,399,1.7,CRD,7.5
CMT,1,1,1530,10.7,CRD,32.5
CMT,1,1,478,1.3,CSH,7.5
CMT,1,1,133,0.4,CSH,4
CMT,1,1,296,1,CSH,5.5
CMT,1,1,289,1.1,CSH,6
CMT,1,1,362,1.3,CSH,6.5
CMT,1,1,1084,3.4,CSH,14.5
CMT,1,1,686,2.9,CRD,11.5
CMT,1,1,1116,2.8,CRD,14
CMT,1,1,874,2,CSH,11
CMT,1,1,188,0.7,CSH,4.5
CMT,1,1,1336,12.2,CSH,33.5
CMT,1,1,1325,12.5,CSH,35.5
CMT,1,1,143,0.7,CSH,4.5
CMT,1,1,591,2.4,CRD,10
CMT,1,1,875,3.1,CRD,13.5
CMT,1,1,2125,7.2,CSH,26.5
CMT,1,1,853,8.1,CRD,24
CMT,1,3,1110,9.8,CRD,27.5
CMT,1,1,208,0.9,CRD,5
CMT,1,1,154,0.4,CRD,4
CMT,1,1,742,3.3,CSH,12.5
CMT,1,1,217,1.1,CSH,5.5
CMT,1,1,396,1.1,CSH,6.5
CMT,1,1,877,3.5,CRD,14
CMT,1,1,404,1.3,CSH,6.5
CMT,1,1,361,1.4,CRD,7
CMT,1,1,660,1.2,CRD,8.5
CMT,1,1,801,2,CSH,10.5
CMT,1,1,4082,19.4,CSH,66
CMT,1,1,1255,8.3,CSH,26.5
CMT,1,1,296,0.8,CSH,5.5
CMT,1,1,1499,11.3,CSH,33
CMT,1,1,699,2.1,CRD,10
CMT,1,1,490,1.8,CSH,8
CMT,2,4,1944,17.1,CSH,52
CMT,2,1,1761,21,CRD,52
CMT,1,1,698,2.3,CRD,10.5
CMT,1,1,848,4.7,CRD,16.5
CMT,1,2,1684,10.2,CSH,31
CMT,1,1,480,1.4,CSH,7.5
CMT,1,1,435,1.2,CSH,7
CMT,1,1,444,0.8,CRD,6.5
CMT,1,1,948,2.6,CRD,12.5
CMT,1,1,346,1,CSH,6
CMT,1,1,671,2.1,CSH,10
CMT,1,1,459,1.5,CSH,7.5
CMT,1,1,294,1.1,CRD,5.5
CMT,1,1,455,0.7,CRD,6
CMT,1,1,559,1.4,CRD,8
CMT,1,1,492,1.2,CSH,7
CMT,1,1,441,1.4,CRD,7.5
CMT,1,1,543,1,CSH,7
CMT,1,1,302,0.6,CRD,5
CMT,1,1,698,2.9,CRD,11.5
CMT,1,1,1427,3.3,CRD,17
CMT,1,1,1146,4.7,CRD,18
CMT,1,1,1052,10.1,CRD,29
CMT,1,1,1238,11.7,CSH,33.5
CMT,1,1,760,8.4,CSH,24
CMT,1,1,1055,3.3,CRD,14
CMT,1,1,422,1.6,CSH,7.5
CMT,1,1,1455,5.2,CRD,19
CMT,1,1,922,9.2,CSH,26.5
CMT,1,1,1637,11.4,CRD,35
CMT,1,1,343,1,CSH,6
CMT,1,1,298,1.2,CSH,6
CMT,1,1,763,3.3,CRD,12
CMT,1,1,344,1.1,CRD,6.5
CMT,1,1,266,0.7,CRD,5
CMT,1,1,740,6,CRD,19
CMT,1,1,1286,8,CSH,25
CMT,1,1,231,0.8,CSH,5
CMT,4,1,1632,14.2,CRD,49.5
CMT,1,1,348,1.6,CRD,7
CMT,1,1,830,6.4,CSH,19
CMT,1,2,2600,15.2,CSH,47
CMT,1,1,377,1.8,CRD,7.5
CMT,1,1,557,3.1,CSH,11
CMT,1,1,1661,4.2,CSH,20
CMT,1,1,584,1.6,CRD,8
CMT,1,1,514,2.6,CRD,10.5
CMT,1,1,837,1.7,CRD,10.5
CMT,1,1,1136,3.3,CSH,14.5
CMT,1,1,885,2.4,CSH,11.5
CMT,1,1,1611,13.5,CSH,38.5
CMT,1,1,1067,13,CSH,35.5
CMT,1,1,172,0.5,CSH,4
CMT,1,1,302,0.8,CRD,5.5
CMT,1,1,867,2.8,CSH,13
CMT,1,1,275,1,CSH,5.5
CMT,1,2,1182,7.6,CRD,24
CMT,1,1,482,2.1,CRD,8.5
CMT,1,1,2065,5.8,CSH,26.5
CMT,1,1,568,1.4,CSH,8
CMT,1,1,366,1,CSH,6.5
CMT,1,1,893,4.1,CSH,14.5
CMT,1,1,480,1.9,CSH,8
CMT,1,1,837,2.1,CSH,11
CMT,1,1,148,1,CSH,5
CMT,1,1,506,1.4,CRD,7.5
CMT,1,1,1034,2.6,CRD,13
CMT,1,1,664,2.5,CRD,10.5
CMT,1,1,728,2.6,CRD,11.5
CMT,2,1,3,0,NOC,52
CMT,1,1,302,0.9,CRD,5.5
CMT,1,1,176,0.7,CRD,4.5
CMT,1,1,1066,11.7,CRD,32
CMT,1,1,241,1,CSH,5
CMT,1,1,513,1,CSH,7
CMT,1,1,325,1.3,CRD,6.5
CMT,1,1,223,0.7,CSH,5
CMT,1,1,564,1.6,CRD,8.5
CMT,1,1,1260,10.6,CRD,30.5
CMT,1,1,1488,4.9,CSH,20
CMT,1,1,284,0.7,CRD,5
CMT,1,1,1837,9.5,CSH,30.5
CMT,1,1,1050,7,CRD,21.5
CMT,1,1,934,2.6,CSH,12.5
CMT,1,1,445,0.8,CRD,6
CMT,1,1,947,4.7,CSH,15.5
CMT,1,1,741,3,CRD,11.5
CMT,1,1,1394,10.8,CSH,31.5
CMT,1,1,570,1.9,CSH,8.5
CMT,1,1,442,1.2,CSH,7
CMT,1,1,691,1.5,CRD,9.5
CMT,1,1,1366,4.3,CRD,19
CMT,1,1,507,2,CSH,9
CMT,1,1,894,3.6,CRD,13.5
CMT,1,1,1041,9.2,CSH,27
CMT,4,1,771,3,CSH,22.5
CMT,1,1,1997,12.1,CRD,35
CMT,1,1,400,1.6,CRD,7.5
CMT,1,1,524,1.6,CSH,8.5
CMT,1,1,498,1.5,CSH,8
CMT,1,1,1060,3,CSH,13.5
CMT,1,1,517,1.6,CRD,8.5
CMT,1,1,737,2.6,CSH,11.5
CMT,1,1,615,2.7,CRD,11
CMT,1,1,2869,10.8,CRD,38
CMT,1,1,775,1.6,CRD,10
CMT,1,1,327,1.9,CRD,7
CMT,1,1,550,2.2,CSH,9.5
CMT,1,1,494,1.4,CRD,7.5
CMT,1,1,354,0.7,CRD,5.5
CMT,1,1,1557,9.1,CRD,29
CMT,1,1,181,0.7,CSH,4.5
CMT,1,1,163,0.4,CRD,4
CMT,1,1,489,1.5,CRD,8
CMT,1,1,369,1.3,CSH,6.5
CMT,1,1,383,0.8,CRD,6
CMT,1,1,481,1.5,CSH,8
CMT,1,1,446,1.4,CRD,7
CMT,1,1,1217,10.9,CRD,30.5
CMT,1,1,546,3.3,CRD,11
CMT,1,1,516,2,CSH,8.5
CMT,1,1,202,0.7,CSH,4.5
CMT,1,1,626,2.8,CSH,11
CMT,1,1,291,1.1,CSH,6
CMT,1,1,562,1.8,CRD,8.5
CMT,1,1,811,2.8,CRD,12
CMT,1,1,503,2.6,CSH,10
CMT,1,1,139,0.5,CSH,4
CMT,1,1,181,0.4,CSH,4
CMT,1,1,1716,14.3,CRD,40
CMT,1,1,656,3.8,CRD,13.5
CMT,1,1,452,0.9,CRD,6.5
CMT,1,1,1869,11.5,CSH,35
CMT,1,1,1021,1.7,CSH,11
CMT,1,1,573,1.4,CRD,8.5
CMT,1,1,1987,3.9,CRD,20.5
CMT,1,1,664,1.2,CRD,8.5
CMT,1,1,783,5.4,CRD,17.5
CMT,1,1,991,2.2,CRD,12
CMT,1,2,2191,17.8,CRD,49
CMT,1,1,243,0.6,CSH,4.5
CMT,1,1,487,1.8,CRD,8
CMT,1,1,272,1,CSH,5.5
CMT,1,1,397,1.4,CSH,7
CMT,1,1,1073,6.6,CSH,22
CMT,1,1,548,3.3,CRD,11.5
CMT,1,1,13,0,DIS,2.5
CMT,1,1,718,2.3,CSH,10
CMT,1,1,467,1.8,CRD,8
CMT,1,1,621,2.4,CSH,10
CMT,1,1,639,2.3,CSH,10
CMT,1,1,244,0.9,CRD,5
CMT,1,1,401,1.1,CRD,6.5
CMT,1,1,900,6.7,CRD,21
CMT,1,1,962,3.1,CRD,13.5
CMT,1,1,860,2,CRD,10.5
CMT,1,1,744,2.4,CSH,10.5
CMT,1,1,347,0.9,CRD,6
CMT,1,1,656,7.3,CSH,21
CMT,1,1,279,0.9,CRD,5.5
CMT,1,1,815,2.4,CSH,11.5
CMT,1,1,311,1.1,CSH,6
CMT,1,1,574,2.3,CSH,9.5
CMT,1,1,2006,8.3,CRD,28.5
CMT,1,1,152,0.4,CSH,4
CMT,1,1,494,1.1,CSH,7
CMT,1,1,1054,3.2,CRD,15
CMT,1,1,1176,2.8,CRD,14
CMT,1,1,1030,2.8,CRD,13.5
CMT,1,1,328,0.4,CRD,5
CMT,1,2,1402,10.2,CSH,31
CMT,1,1,296,1.3,CRD,6.5
CMT,1,1,580,2.2,CRD,9
CMT,1,1,652,5.4,CRD,17
CMT,1,1,415,1.6,CRD,8
CMT,1,1,406,1.3,CRD,7
CMT,1,1,571,1.2,CRD,8
CMT,1,1,822,5,CSH,16.5
CMT,1,1,534,3.4,CRD,11
CMT,1,1,395,1,CRD,6
CMT,2,1,1653,15.5,CSH,52
CMT,1,1,974,2.7,CRD,12
CMT,1,1,446,1.4,CRD,7.5
CMT,1,1,1471,6.3,CRD,23.5
CMT,1,1,897,1.7,CRD,10.5
CMT,1,1,586,1.6,CSH,8
CMT,1,1,279,0.8,CRD,5
CMT,1,1,1283,8.3,CRD,25
CMT,1,1,502,1.2,CRD,7.5
CMT,1,1,640,1,CRD,8
CMT,1,1,314,0.7,CSH,5.5
CMT,1,1,414,1.2,CRD,7
CMT,1,1,230,1.4,CRD,6
CMT,1,1,654,4.2,CSH,13
CMT,1,1,333,1.5,CSH,7
CMT,1,1,568,1.3,CRD,7.5
CMT,1,1,143,0.4,CRD,4
CMT,1,1,505,1.5,CRD,8
CMT,1,1,662,5.8,CRD,17.5
CMT,1,1,4875,22.6,CSH,77
CMT,1,1,912,3.6,CSH,14
CMT,1,1,718,5.3,CSH,17
CMT,1,1,1764,12.1,CSH,37
CMT,1,1,1743,10.3,CSH,31.5
CMT,1,1,873,2.7,CSH,12
CMT,1,1,488,0.8,CSH,6.5
CMT,1,1,252,0.7,CRD,5
CMT,1,1,190,0.4,CRD,4
CMT,1,1,882,2.2,CSH,11.5
CMT,1,1,665,1.8,CRD,9
CMT,1,1,606,0.9,CSH,7.5
CMT,1,1,813,2.6,CSH,12
CMT,1,1,515,2.4,CRD,9
CMT,1,1,1963,12.2,CRD,36.5
CMT,1,1,978,7.7,CRD,23.5
CMT,1,1,508,1.2,CSH,7
CMT,1,1,940,3.5,CRD,13.5
CMT,1,1,1492,7.9,CSH,26
CMT,1,1,722,4.2,CRD,14.5
CMT,1,1,1423,7.6,CRD,24.5
CMT,1,1,689,1.8,CRD,9
CMT,1,1,2906,5.9,CSH,30
CMT,1,1,588,2.6,CRD,10.5
CMT,1,1,1093,6.4,CRD,21
CMT,1,1,409,1.2,CSH,6.5
CMT,1,1,178,0.5,CSH,4
CMT,1,1,662,1.8,CSH,9.5
CMT,1,1,607,1.6,CSH,8.5
CMT,1,1,1052,3,CSH,14
CMT,1,1,384,1.4,CRD,7
CMT,1,1,2081,16.3,CRD,45
CMT,1,1,1734,15.5,CRD,43.5
