vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount
VTS,2,1,1620,18.06,CRD,52
VTS,1,1,360,0.98,CSH,6
VTS,1,1,540,1.54,CSH,8.5
VTS,1,1,1200,4.98,CSH,18.5
VTS,1,2,720,2.97,CSH,11.5
VTS,1,1,780,2.36,CRD,11
VTS,1,1,900,1.88,CRD,10.5
VTS,1,1,1020,2.45,CRD,13
VTS,1,1,1140,3.43,CSH,13
VTS,1,2,600,2,CSH,9
VTS,1,1,480,1.65,CSH,8
VTS,1,1,1080,2.75,CRD,13
VTS,1,1,180,0.71,CSH,4.5
VTS,1,1,480,1.08,CSH,7
VTS,1,1,240,0.66,CSH,4.5
VTS,1,2,360,1.28,CRD,6.5
CMT,1,1,1363,9.4,CRD,28.5
CMT,1,1,1242,3.7,CSH,16.5
CMT,1,1,1038,3.1,CSH,14
VTS,1,1,420,1.62,CRD,8
VTS,1,1,600,0.89,CSH,7.5
VTS,2,1,2460,16.89,CSH,52
VTS,1,2,360,1.12,CSH,6
VTS,1,1,420,1.52,CSH,7
VTS,1,1,1020,8.26,CRD,24
VTS,2,1,2160,18.68,CSH,52
VTS,1,1,240,0.7,CRD,4.5
VTS,1,1,480,1.22,CSH,7
VTS,1,1,660,2.33,CRD,10
VTS,1,2,360,1.15,CSH,6.5
VTS,1,1,360,1.01,CSH,6
VTS,1,1,480,1.6,CRD,8
VTS,1,1,780,2.02,CRD,10.5
VTS,1,1,660,1.78,CSH,9
VTS,1,1,1140,2.17,CRD,13
VTS,1,1,660,2.29,CSH,9
VTS,1,1,1500,3.64,CRD,18
VTS,2,2,2580,18.22,CSH,52
VTS,1,1,480,1.13,CRD,7
VTS,1,1,1260,4.35,CRD,17.5
VTS,1,1,960,4.86,CRD,16
VTS,1,1,1020,2.07,CSH,11
VTS,1,1,360,1.1,CRD,6
VTS,1,1,360,1,CSH,6
VTS,1,1,960,2.95,CSH,13.5
VTS,1,1,720,1.74,CRD,9.5
VTS,1,1,720,1.84,CRD,9.5
VTS,1,1,1260,3.1,CRD,15
VTS,1,1,2460,7.31,CRD,30.5
VTS,2,1,2520,19.93,CSH,52
VTS,1,1,240,0.98,CRD,5.5
VTS,1,1,1920,3.35,CSH,21
VTS,1,1,660,1.97,CRD,9
VTS,2,1,3060,18.26,CSH,52
VTS,1,1,780,1.88,CRD,9.5
VTS,1,1,900,4.08,CSH,14.5
VTS,1,1,540,2.17,CSH,9.5
VTS,1,2,780,2.62,CRD,11
VTS,1,1,1860,4.03,CRD,21.5
VTS,1,1,360,1.27,CRD,6.5
VTS,1,1,300,0.95,CRD,5.5
VTS,1,1,1140,3.55,CSH,15
VTS,1,1,1260,9.43,CRD,28.5
VTS,1,1,660,3.75,CRD,13
VTS,1,1,360,1.21,CSH,6.5
VTS,1,1,600,0.87,CRD,7.5
VTS,1,2,420,1.36,CSH,7
VTS,1,1,1380,3.43,CSH,17
VTS,1,2,300,0.83,CSH,5.5
VTS,1,2,720,1.97,CSH,9
VTS,1,3,360,1.53,CSH,7
VTS,1,2,240,1.13,CSH,5.5
VTS,1,1,540,1.44,CRD,7.5
VTS,1,2,240,1.03,CSH,5.5
VTS,1,2,600,2.28,CSH,9.5
VTS,1,1,1620,5.06,CRD,20.5
VTS,1,1,660,2.05,CSH,10
VTS,1,1,300,1,CSH,5.5
VTS,1,1,480,2.11,CSH,9
VTS,1,2,660,1.58,CSH,9
VTS,1,1,480,1.36,CRD,7
VTS,1,1,600,3.4,CSH,11.5
VTS,1,1,420,1.11,CSH,7
VTS,1,1,600,1.67,CRD,8.5
VTS,1,1,1500,10.54,CRD,31
VTS,1,1,1380,9.86,CSH,29.5
VTS,1,2,540,1.53,CSH,7.5
VTS,1,1,480,1.28,CRD,7
VTS,1,3,720,1.53,CRD,9
VTS,1,1,240,1.05,CSH,5
VTS,1,1,1140,2.74,CRD,13.5
VTS,1,1,720,1.34,CSH,8
VTS,1,3,480,1.35,CSH,7
VTS,2,1,1920,20.02,CRD,52
VTS,1,1,1080,5.84,CSH,19
VTS,1,1,300,1,CSH,5.5
VTS,1,1,240,0.89,CRD,5.5
VTS,1,2,660,2.51,CSH,10
VTS,1,1,780,2.05,CSH,10.5
VTS,1,1,240,0.68,CSH,4.5
VTS,1,1,420,1.18,CSH,6.5
VTS,2,1,2760,18.46,CRD,52
VTS,1,1,420,1.06,CRD,6.5
VTS,1,2,780,2.42,CSH,11.5
VTS,1,2,1080,3.78,CSH,15
VTS,1,1,1200,2.24,CRD,14
VTS,1,2,2340,5.31,CRD,25.5
VTS,1,2,420,0.91,CSH,6
VTS,1,1,1020,5.56,CSH,18.5
VTS,1,1,720,2.37,CRD,10.5
VTS,1,2,360,1.15,CSH,6
VTS,1,1,240,0.61,CSH,4.5
VTS,1,1,480,0.79,CSH,6.5
VTS,1,1,1140,3.83,CRD,15.5
VTS,1,1,420,1.5,CSH,7.5
VTS,1,2,180,0.32,CSH,4
VTS,1,1,960,4.85,CRD,15.5
VTS,1,2,840,5.11,CRD,16
VTS,1,1,540,2.18,CRD,9.5
VTS,1,2,240,0.56,CRD,4.5
VTS,1,1,420,1.35,CSH,6.5
VTS,1,3,480,1.51,CRD,7.5
VTS,1,1,1020,6.29,CRD,20
VTS,4,1,3240,35.31,CSH,118.5
VTS,1,2,300,0.76,CSH,5
VTS,1,3,540,1.28,CSH,8
VTS,1,1,0,0.02,CSH,2.5
VTS,1,1,300,0.99,CRD,6
VTS,1,1,300,0.67,CSH,5
VTS,1,2,900,2.82,CRD,12.5
VTS,1,1,1560,3.1,CRD,17.5
VTS,1,1,480,0.86,CRD,6.5
VTS,1,1,360,1.32,CRD,6
VTS,1,1,1380,4.47,CRD,18.5
VTS,1,1,1260,3.2,CRD,15.5
VTS,1,1,420,0.85,CSH,6
VTS,2,1,2520,15.72,CRD,52
VTS,1,3,600,2.14,CSH,9
VTS,1,1,420,1.24,CRD,6.5
VTS,1,2,1320,5.51,CSH,19.5
VTS,1,1,600,2.65,CRD,10.5
VTS,1,2,840,3.66,CRD,13.5
VTS,1,1,600,1.16,CRD,8
VTS,1,1,1140,2.46,CRD,13.5
VTS,1,1,660,1.9,CSH,9
VTS,1,2,1080,2.57,CRD,12.5
VTS,1,3,780,1.86,CRD,10.5
VTS,1,3,120,0.3,CSH,3.5
VTS,1,2,180,0.71,CRD,4.5
VTS,2,1,1560,17.34,CRD,52
VTS,1,1,840,1.5,CRD,10.5
VTS,1,2,180,0.49,CRD,4
VTS,1,2,540,2.51,CRD,9.5
VTS,1,2,720,6.72,CRD,20
VTS,1,1,660,3.14,CRD,11.5
VTS,1,3,480,1.52,CRD,7.5
VTS,1,1,660,1.62,CSH,9
VTS,1,1,660,2.03,CRD,9.5
VTS,1,1,1080,5.33,CSH,18.5
VTS,1,1,240,0.52,CRD,4.5
VTS,1,1,1260,2.92,CRD,13.5
VTS,1,1,1320,1.48,CSH,13
VTS,1,1,360,1.66,CSH,7.5
VTS,1,1,420,1.61,CRD,7
VTS,1,2,1020,2.35,CSH,12
VTS,1,1,660,2.16,CRD,9.5
VTS,1,1,600,3.09,CRD,11
VTS,1,1,840,3.27,CRD,13
VTS,1,1,240,0.73,CRD,4.5
VTS,1,3,1200,2.49,CSH,13.5
VTS,1,1,1080,3.1,CRD,14
VTS,1,1,960,1.69,CRD,11
VTS,1,1,1260,4.24,CRD,17
VTS,2,2,1740,18.87,CRD,52
VTS,1,2,1080,2.67,CSH,13.5
VTS,1,1,480,1.34,CRD,7
VTS,1,1,480,1.44,CRD,7.5
VTS,1,1,900,2.27,CSH,11.5
VTS,1,1,660,1.34,CSH,8.5
VTS,1,1,1680,3.87,CSH,18.5
VTS,1,2,300,0.47,CSH,5
VTS,1,2,420,2.24,CSH,8
VTS,1,2,1020,2.74,CRD,13
VTS,1,1,240,1.06,CSH,5.5
VTS,1,2,480,1.33,CSH,7
VTS,1,2,300,1.02,CSH,5.5
VTS,1,2,540,1.51,CRD,8
VTS,1,2,420,1.91,CRD,8
VTS,1,2,600,1.71,CSH,9
VTS,1,1,960,2.38,CRD,12.5
VTS,1,1,720,2.66,CSH,11
VTS,1,1,1140,1.74,CRD,12.5
VTS,1,2,1080,4.52,CSH,16
VTS,1,2,660,1.45,CRD,8.5
VTS,1,2,780,3.2,CRD,12.5
VTS,1,1,180,1,CRD,5
VTS,1,2,720,2.67,CRD,11.5
VTS,1,1,360,0.85,CSH,6
VTS,1,1,1020,2.05,CSH,12
VTS,1,2,780,2.12,CRD,10.5
VTS,1,1,1500,2.69,CRD,16
VTS,1,3,1500,7.12,CRD,24.5
VTS,1,2,660,1.27,CRD,8.5
VTS,1,2,120,0.37,CSH,3.5
VTS,1,2,600,1.26,CSH,7.5
VTS,1,1,540,1.64,CSH,8
VTS,1,1,960,4.26,CRD,15
VTS,1,2,360,1.41,CRD,7
VTS,1,1,840,2.48,CRD,11
VTS,1,1,900,1.92,CSH,11
VTS,1,1,600,1.84,CRD,8.5
VTS,1,2,660,2,CRD,9.5
VTS,1,1,960,1.92,CSH,11.5
VTS,1,1,360,0.88,CSH,6
VTS,1,1,360,1.58,CRD,7
VTS,1,1,660,2.28,CSH,10.5
VTS,1,1,660,1.54,CSH,9
VTS,1,2,180,0.8,CSH,4.5
VTS,1,1,1620,6.45,CRD,22.5
VTS,1,1,720,3.45,CRD,12.5
VTS,1,2,660,2.67,CSH,10.5
VTS,1,1,360,1.12,CSH,6.5
VTS,1,1,120,0.82,CRD,4.5
VTS,1,1,720,3.39,CRD,12.5
VTS,1,1,60,0.12,CSH,3
VTS,1,1,480,2.35,CRD,9
VTS,1,1,540,1.76,CSH,8.5
VTS,1,2,720,4.11,CRD,14
VTS,1,2,300,1.64,CSH,6.5
VTS,1,4,1020,4.22,CSH,16
VTS,1,1,300,1,CSH,5.5
VTS,1,2,720,1.88,CSH,10
VTS,1,1,480,1.37,CSH,7
VTS,1,2,480,1.3,CSH,7.5
VTS,1,1,1020,2.72,CSH,13
VTS,1,2,960,3.01,CSH,13
VTS,1,1,300,0.65,CRD,5
VTS,1,1,1020,1.56,CRD,11.5
VTS,1,1,180,0.47,CSH,4
VTS,1,2,360,1.34,CRD,6.5
VTS,1,1,120,0.48,CSH,4
VTS,1,1,2280,7.06,CRD,28
VTS,1,1,1020,3.84,CRD,14.5
VTS,1,1,720,2.22,CRD,10.5
VTS,1,2,1080,3.99,CSH,15.5
VTS,1,1,780,3.48,CSH,13.5
VTS,1,1,1140,2.63,CRD,13
VTS,1,2,480,1.8,CRD,8
VTS,1,1,480,1.63,CRD,8
VTS,1,1,420,1.9,CSH,8
VTS,1,1,2460,4.61,CRD,27.5
VTS,2,1,1680,17.56,CRD,52
VTS,1,2,240,0.72,CSH,5
VTS,1,1,300,0.9,CSH,5.5
VTS,1,2,1320,4.89,CSH,19
VTS,1,1,420,1.32,CRD,6.5
VTS,1,1,360,1.22,CSH,6.5
VTS,1,1,780,2.06,CSH,11
VTS,1,1,840,1.88,CRD,11
VTS,1,3,240,0.77,CSH,5
VTS,1,1,360,0.97,CSH,6
VTS,1,1,180,0.49,CRD,4
VTS,1,1,180,0.41,CSH,4
VTS,1,1,420,2.17,CRD,8.5
VTS,1,1,240,1.25,CSH,5.5
VTS,1,1,180,0.74,CRD,4.5
VTS,1,1,780,2.9,CRD,11.5
VTS,2,1,2340,18.03,CRD,52
VTS,1,1,300,0.51,CRD,4.5
VTS,1,2,480,1.58,CRD,8
VTS,1,1,480,1.57,CRD,7.5
VTS,1,1,840,1.38,CSH,10
VTS,1,1,300,0.84,CSH,5.5
VTS,1,1,420,1.8,CSH,7
VTS,1,1,360,1.72,CRD,7
VTS,1,1,540,1.52,CRD,8
VTS,1,1,480,1.68,CSH,7.5
VTS,2,1,1860,18.23,CRD,52
VTS,1,1,360,1.36,CRD,6.5
VTS,1,1,840,3.71,CSH,14.5
VTS,1,1,240,1.35,CRD,6
VTS,1,2,360,1.98,CSH,8
VTS,1,1,300,1.17,CRD,6
VTS,1,1,780,3.55,CSH,13
VTS,1,1,360,1.25,CSH,6.5
VTS,1,1,600,1.64,CSH,8.5
VTS,1,1,180,0.65,CRD,4
VTS,1,1,300,0.54,CSH,5
VTS,1,1,180,0.85,CRD,4.5
VTS,1,1,960,3.8,CRD,14
VTS,1,2,840,2.67,CSH,11.5
VTS,1,1,1680,8.62,CRD,28.5
VTS,1,1,300,0.4,CSH,3.5
VTS,1,2,1020,3.35,CSH,13.5
VTS,1,2,300,0.85,CSH,5
VTS,1,1,300,0.58,CSH,5
VTS,2,1,3000,18.21,CSH,52
VTS,1,1,480,1.23,CSH,7
VTS,1,2,960,3.17,CSH,13.5
VTS,1,1,600,1.67,CSH,9
VTS,1,1,720,4.23,CSH,14.5
VTS,1,1,1200,4.1,CRD,17
VTS,1,2,360,1.18,CSH,6.5
VTS,1,1,420,1.54,CRD,7
VTS,1,1,900,1.26,CRD,10
VTS,1,1,1560,6.48,CSH,22.5
VTS,1,1,1080,6.39,CSH,21.5
VTS,1,3,540,1.32,CRD,8
VTS,1,1,1140,4.54,CSH,17
VTS,1,1,180,0.52,CSH,4
VTS,1,1,660,5.83,CRD,17.5
VTS,1,1,180,0.63,CSH,4.5
VTS,1,2,660,1.97,CRD,9.5
VTS,1,1,480,1.42,CSH,8
VTS,1,1,480,1.78,CRD,8
VTS,1,1,720,4.17,CRD,14.5
VTS,1,4,300,1.27,CSH,6
VTS,1,2,600,2.19,CSH,9.5
VTS,1,2,180,0.77,CSH,4.5
VTS,1,1,240,1.05,CSH,5.5
VTS,1,1,480,2,CRD,8.5
VTS,1,1,480,2.17,CRD,8.5
VTS,1,1,780,1.69,CSH,9.5
VTS,1,2,1020,1.44,CRD,11
VTS,1,1,900,2.63,CSH,12
VTS,1,2,840,5.06,CRD,16
VTS,1,3,540,1.61,CSH,8.5
VTS,1,1,240,1.4,CRD,6.5
VTS,2,1,1680,17.88,CRD,52
VTS,1,1,120,0.36,CRD,3
VTS,1,1,1380,2.01,CSH,14.5
VTS,1,1,540,1.3,CSH,7.5
VTS,1,1,600,2.42,CRD,9.5
VTS,1,1,1320,4.87,CRD,19.5
VTS,1,1,1500,5.82,CRD,20.5
VTS,1,1,360,1.54,CSH,6.5
VTS,1,1,960,4.98,CRD,17.5
VTS,1,1,1140,2.83,CSH,13.5
VTS,1,3,540,0.99,CSH,7
VTS,1,1,960,1.62,CRD,11
VTS,1,1,60,0.11,CSH,3
VTS,1,3,600,1.77,CSH,8.5
VTS,1,4,1200,3.33,CRD,14.5
VTS,1,3,240,0.29,CSH,4
VTS,1,1,840,1.92,CRD,10.5
VTS,1,3,1140,3.7,CSH,16
VTS,1,1,2340,5.16,CRD,25
VTS,1,2,960,4.3,CSH,15.5
VTS,1,1,420,0.81,CSH,6
VTS,1,1,840,1.06,CRD,10
VTS,1,1,900,4.05,CRD,14.5
VTS,1,2,300,0.59,CSH,5
VTS,1,2,960,2.88,CRD,12.5
VTS,1,2,1260,10,CSH,29.5
VTS,1,2,540,1.56,CRD,7.5
VTS,1,2,1500,6.8,CRD,22
VTS,1,2,540,1.35,CSH,8
VTS,1,1,840,4.37,CSH,14.5
VTS,1,1,1320,3.95,CSH,18
VTS,1,1,420,0.83,CSH,6
VTS,1,2,1080,1.39,CSH,11.5
VTS,1,1,1560,5.61,CSH,21.5
VTS,1,2,1380,3.93,CSH,17.5
VTS,1,1,300,0.89,CSH,5.5
VTS,1,1,720,2.32,CRD,10.5
VTS,1,1,720,2.37,CRD,10
VTS,1,2,960,2.59,CRD,12.5
VTS,1,1,180,0.56,CRD,4.5
VTS,1,2,420,1.3,CSH,7
VTS,1,2,840,2.36,CRD,11
VTS,1,1,360,1.38,CRD,6.5
VTS,1,1,300,1.45,CSH,6.5
VTS,1,2,480,2.17,CRD,9
VTS,1,1,600,1.51,CRD,8.5
VTS,1,3,480,2.37,CSH,9.5
VTS,1,1,420,1.36,CSH,7
VTS,1,1,660,1.88,CSH,9
VTS,1,1,300,1.28,CSH,6.5
VTS,1,1,600,2.05,CRD,9
VTS,1,1,300,1.15,CSH,6
VTS,1,2,300,0.88,CSH,5.5
VTS,1,1,1680,4.83,CRD,20.5
VTS,1,1,960,5.24,CRD,17
VTS,1,1,1020,8.69,CRD,25.5
VTS,1,1,420,1.65,CRD,7.5
VTS,1,1,1020,1.67,CRD,12
VTS,1,2,480,2.75,CRD,9.5
VTS,1,1,300,0.67,CSH,5
VTS,1,1,720,1.44,CSH,9
VTS,1,1,840,1.22,CSH,9.5
VTS,1,2,300,1.08,CSH,5.5
VTS,1,1,480,1.47,CRD,7.5
VTS,1,1,300,1.5,CRD,7
VTS,1,1,780,2.06,CSH,11
VTS,1,2,660,1.18,CSH,8.5
VTS,1,1,600,1.1,CSH,8
VTS,1,1,1080,2.87,CRD,13.5
VTS,1,1,1080,7.54,CRD,23
VTS,1,1,240,0.99,CRD,5.5
VTS,1,1,300,1.54,CSH,6.5
VTS,1,3,2040,6.14,CRD,24.5
VTS,1,2,1260,5.64,CSH,18.5
VTS,1,1,360,1.73,CSH,7.5
VTS,1,1,480,1.65,CRD,7.5
VTS,1,1,960,3.59,CRD,13.5
VTS,1,4,900,5.05,CSH,18
CMT,1,3,437,1.2,CSH,7
CMT,1,1,446,1.1,CSH,6.5
CMT,1,1,612,1.9,CSH,9.5
CMT,1,1,774,2.2,CRD,10.5
VTS,1,1,300,1.78,CSH,7
VTS,1,1,600,1.93,CRD,9
VTS,1,2,600,2.05,CSH,9.5
VTS,1,1,480,1.9,CRD,8
VTS,1,2,1920,10.75,CRD,33
VTS,1,2,780,2.34,CSH,10.5
VTS,1,1,120,0.62,CSH,4
VTS,1,1,900,1.81,CRD,11
VTS,1,1,300,0.99,CSH,6
VTS,1,1,1380,5.42,CSH,20
VTS,1,2,540,1.48,CSH,8
VTS,2,2,1980,18.38,CRD,52
VTS,2,2,2640,17.97,CSH,52
VTS,2,2,1920,16.47,CSH,52
VTS,1,1,300,0.7,CSH,5
VTS,1,1,1140,2.27,CSH,13.5
VTS,1,1,360,1.35,CRD,6.5
VTS,1,1,1080,3.2,CRD,14.5
VTS,2,1,2220,18.62,CRD,52
VTS,1,2,480,1.18,CSH,8
VTS,1,2,600,0.37,CSH,7
VTS,1,1,1380,9.77,CSH,29
VTS,1,1,240,0.91,CSH,5.5
VTS,1,1,1260,3.21,CSH,16
VTS,1,1,1020,4.93,CRD,17
VTS,1,1,540,1.38,CSH,8
VTS,1,1,960,3.85,CSH,14.5
VTS,1,1,300,1.36,CSH,6.5
VTS,1,1,780,3.22,CRD,12
VTS,1,1,360,1.1,CRD,6.5
VTS,1,1,480,1.88,CRD,8.5
VTS,1,1,600,1.3,CSH,8
VTS,1,1,240,0.69,CRD,5
VTS,1,2,600,1.3,CSH,8.5
VTS,1,4,1560,8.14,CRD,25.5
VTS,1,1,780,4.49,CRD,15
VTS,1,1,540,1.11,CRD,7
VTS,1,1,660,1.64,CSH,8.5
VTS,1,1,900,2.66,CSH,12.5
VTS,1,1,180,0.46,CSH,4
VTS,1,1,780,6.8,CSH,21
VTS,1,3,480,1.58,CRD,8
VTS,1,1,780,3.5,CRD,12.5
VTS,1,2,1680,19.38,CRD,51.5
VTS,1,1,600,2.41,CRD,10
VTS,1,1,480,1.61,CRD,8
VTS,1,2,840,2.8,CSH,11.5
VTS,1,1,600,2.03,CSH,9
VTS,1,1,540,1.45,CRD,8
VTS,1,1,60,0.11,CSH,2.5
VTS,2,1,2700,16.53,CRD,52
VTS,1,1,540,1.63,CSH,8.5
VTS,1,1,540,1.66,CSH,8
VTS,1,1,360,0.94,CSH,6
VTS,1,1,180,1.09,CSH,5.5
VTS,1,2,1320,9.13,CRD,27
VTS,1,1,1200,4.81,CSH,19.5
VTS,1,3,300,0.98,CSH,5.5
VTS,1,1,660,1.87,CSH,9.5
VTS,1,1,960,1.38,CRD,10.5
VTS,1,1,240,0.71,CSH,5
VTS,1,1,540,1.57,CRD,8
VTS,1,1,1200,3.37,CRD,15.5
VTS,1,1,420,0.73,CRD,6
VTS,1,1,1080,2.31,CRD,12.5
VTS,1,1,480,1.82,CRD,8.5
VTS,1,2,420,0.78,CRD,6.5
VTS,1,1,780,2.18,CRD,11
VTS,1,1,300,1.7,CSH,7
VTS,1,1,240,1.07,CRD,5.5
VTS,1,1,720,0.97,CSH,8
VTS,1,1,1020,8.02,CSH,24
VTS,1,1,300,0.73,CSH,5
VTS,1,1,1140,2.54,CRD,14
VTS,1,1,960,3.39,CRD,14.5
VTS,1,1,480,2.1,CSH,8.5
VTS,1,1,420,1.36,CSH,7
VTS,1,1,420,0.96,CSH,6
VTS,1,1,1920,9.79,CSH,30.5
VTS,1,2,720,2.65,CSH,11.5
VTS,1,1,660,1.92,CRD,9.5
VTS,1,1,720,2.22,CRD,10.5
VTS,1,2,1080,3.3,CRD,14.5
VTS,1,1,420,1.08,CSH,6.5
VTS,1,1,1140,6.06,CSH,20.5
VTS,1,1,600,1.46,CRD,8.5
VTS,1,1,300,0.61,CSH,5
VTS,1,1,540,1.45,CSH,8
VTS,1,1,480,0.79,CSH,6.5
VTS,1,1,1320,4,CRD,17.5
VTS,1,2,1680,6.22,CSH,22.5
VTS,1,1,300,1.2,CSH,5.5
VTS,1,1,240,1.53,CSH,6
VTS,1,1,720,3.31,CSH,12.5
VTS,1,2,2220,6.25,CRD,27.5
VTS,1,1,720,2.51,CSH,11
VTS,1,1,420,1.32,CRD,7
VTS,1,2,540,1.13,CRD,7.5
VTS,1,1,480,1.92,CRD,9
VTS,1,1,480,1.91,CRD,8.5
VTS,1,1,540,2.86,CRD,11
VTS,1,1,300,1.41,CSH,7
VTS,1,2,660,0.91,CSH,7.5
VTS,1,1,780,1.87,CRD,10
VTS,1,1,600,2.04,CSH,9
VTS,1,1,1080,4.27,CSH,16
VTS,1,1,540,4.51,CRD,14
VTS,1,3,360,1.3,CSH,6.5
VTS,1,1,180,0.39,CSH,3.5
VTS,1,1,420,1.47,CRD,7
VTS,1,1,60,0.53,CSH,3.5
VTS,1,1,1140,4.66,CRD,18
VTS,1,1,1320,5.95,CRD,22
VTS,1,2,300,1.28,CRD,6
VTS,1,1,360,1.14,CRD,6.5
VTS,1,2,120,0.36,CSH,3.5
VTS,1,3,240,0.75,CSH,5
VTS,1,2,900,1.47,CSH,11
VTS,1,2,360,0.77,CSH,5
VTS,1,2,420,1.66,CSH,7.5
VTS,1,1,1440,3.86,CRD,18
VTS,1,4,1140,4.62,CSH,17.5
VTS,1,2,720,2.48,CRD,10.5
VTS,1,1,1080,6.17,CRD,21
VTS,1,1,720,1.76,CSH,9.5
VTS,1,1,540,0.94,CSH,7.5
VTS,1,4,240,1.12,CSH,5.5
VTS,1,3,660,1.81,CRD,9
VTS,1,1,300,1.4,CRD,6
VTS,1,1,360,0.68,CSH,5
VTS,1,1,480,1.35,CRD,7.5
VTS,1,2,720,2.43,CRD,11
VTS,1,1,360,1.12,CRD,6
VTS,1,3,300,1.63,CSH,7
VTS,1,3,960,1.37,CSH,10.5
VTS,1,1,420,1.71,CRD,8
VTS,1,1,960,7.76,CSH,23.5
VTS,1,2,780,2.9,CRD,12
VTS,1,1,840,4.55,CRD,16
VTS,1,2,660,1.96,CSH,9
VTS,1,1,300,1.2,CSH,6
VTS,1,1,720,1.97,CRD,9.5
VTS,1,1,360,1.46,CSH,7
VTS,1,1,660,1.57,CSH,9
VTS,1,1,780,2.55,CSH,10.5
VTS,1,1,780,3.24,CRD,12.5
VTS,1,1,540,1.99,CRD,9
VTS,1,1,240,0.51,CRD,4.5
VTS,1,2,300,0.8,CSH,5.5
VTS,1,1,540,2.17,CRD,9
VTS,1,1,540,0.86,CRD,7
VTS,1,1,180,0.41,CSH,4
VTS,1,2,240,0.99,CSH,5
VTS,1,2,300,0.8,CSH,5.5
VTS,1,3,1320,4.96,CSH,18.5
VTS,1,1,1140,3.13,CRD,14.5
VTS,1,1,300,1.48,CSH,6.5
VTS,1,3,1140,3.19,CSH,14.5
VTS,1,1,540,1.87,CSH,7
VTS,1,1,600,1.38,CRD,8.5
VTS,1,3,720,2.04,CSH,9.5
VTS,1,1,420,1.37,CSH,7
VTS,1,1,780,2.9,CRD,12.5
VTS,1,2,240,1.8,CRD,7
VTS,2,1,2820,21.06,CRD,52
VTS,1,2,600,1.9,CSH,9
VTS,1,1,120,0.18,CSH,3.5
VTS,1,2,660,2.95,CRD,11
VTS,1,1,300,0.58,CRD,5.5
VTS,1,1,420,1.01,CSH,6.5
VTS,1,1,480,1.01,CSH,7
VTS,1,3,600,1.09,CSH,7.5
VTS,1,1,240,0.47,CRD,4.5
VTS,1,1,180,0.5,CSH,4
VTS,1,2,480,1.1,CSH,6.5
VTS,1,1,480,2.08,CRD,8.5
VTS,1,2,360,1.06,CSH,6
VTS,1,2,240,0.63,CSH,5
VTS,1,1,2340,21.65,CSH,59.5
VTS,2,2,3060,17.26,CSH,52
VTS,1,1,180,0.63,CRD,4
VTS,1,3,180,0.66,CSH,4
VTS,1,1,720,3.07,CSH,11.5
VTS,1,1,360,0.79,CRD,5.5
VTS,1,1,900,2.95,CRD,12.5
VTS,1,1,420,0.73,CRD,6
VTS,1,1,660,2.2,CRD,9.5
VTS,1,1,1380,3.02,CRD,16
VTS,1,2,780,2.77,CRD,11
VTS,1,1,900,1.92,CSH,11
VTS,1,1,1020,3.13,CRD,14
VTS,1,1,360,0.83,CSH,5
VTS,1,2,240,1.69,CRD,6.5
